address,country,hs_object_id,industry,phone,raw_email,technical_test___create_date,city,countryTuple
"Bond Road, 9509",England,446570,Bakery products,(+44) 1011 020826,denis_upsdell677807163@sveldo.biz,2021-11-22,Milton Keynes,"('England', 'Milton Keynes')"
"Bliss  Drive, 581",England,446486,Meat,(+44) 1745 408310,denis_whatson158943461@yahoo.com,2021-08-27,Oxford,"('England', 'Oxford')"
"Viscount   Street, 9924",Ireland,445944,Bakery products,(+44) 8458 186470,denis_whatson318361304@naiker.biz,2021-06-01,Dublin,"('Ireland', 'Dublin')"
"Littlebury  Road, 9105",Ireland,459779,Poultry and fish,(+44) 3526 128216,denis_widdows1846097151@iatim.tech,2021-04-08,Waterford,"('Ireland', 'Waterford')"
"Victorian  Hill, 3045",England,446482,Meat,(+44) 4250 518275,denis_zaoui1131367905@extex.org,2021-12-24,,"('England', nan)"
"Queen Boulevard, 9398",Ireland,446990,Animal feeds,(+44) 6478 374207,denis_zaoui1596495053@kideod.biz,2021-09-30,Limerick,"('Ireland', 'Limerick')"
"Yorkshire  Route, 2872",Ireland,446478,Bakery products,(+44) 7046 301563,denis_zaoui1804817976@dionrab.com,2021-03-29,Waterford,"('Ireland', 'Waterford')"
"Clarks  Walk, 1007",England,448157,Poultry and fish,(+44) 5713 806132,denny_allen1352507509@sveldo.biz,2021-09-16,Oxford,"('England', 'Oxford')"
"Blomfield  Hill, 6850",Ireland,448201,Meat,(+44) 1170 383441,denny_allen1566900288@bauros.biz,2021-02-23,Cork,"('Ireland', 'Cork')"
"Bennett  Route, 6593",England,460398,Bakery products,(+44) 4051 182282,denny_anderson297652824@zorer.org,2021-06-18,Oxford,"('England', 'Oxford')"
"Clyde Alley, 3440",England,462413,Bakery products,(+44) 8555 773827,denny_asher855311347@twace.org,2021-08-06,Milton Keynes,"('England', 'Milton Keynes')"
"Pine Boulevard, 8751",England,447017,Animal feeds,(+44) 7386 874650,denny_brock1713422216@infotech44.tech,2021-02-18,London,"('England', 'London')"
"Emily  Pass, 5306",England,446473,Animal feeds,(+44) 1532 743264,denny_brock820962953@elnee.tech,2021-11-20,London,"('England', 'London')"
"Elizabeth  Way, 8766",England,446966,Milling,(+44) 3481 468868,denny_calderwood2143505237@liret.org,2021-02-26,Oxford,"('England', 'Oxford')"
"Endsleigh  Road, 167",England,450708,Meat,(+44) 1700 665430,denny_calderwood872767165@kideod.biz,2021-02-18,Milton Keynes,"('England', 'Milton Keynes')"
"Angrave    Vale, 6782",England,446993,Bakery products,(+44) 3066 507620,denny_coleman1253268116@bungar.biz,2021-08-02,,"('England', nan)"
"Under  Vale, 7104",England,451751,Bakery products,(+44) 1556 183588,denny_coleman1775267603@nickia.com,2021-03-31,Winchester,"('England', 'Winchester')"
"Enford   Walk, 9886",Ireland,446500,Animal feeds,(+44) 8761 561545,denny_coleman620843871@acrit.org,2021-05-17,Waterford,"('Ireland', 'Waterford')"
"Canon Lane, 5093",England,444838,Dairy products,(+44) 8231 656520,denny_cowan1290622276@tonsy.org,2021-06-29,,"('England', nan)"
"Bayberry Crossroad, 4999",Ireland,454401,Bakery products,(+44) 6664 562184,denny_cowan584747286@acrit.org,2021-11-01,,"('Ireland', nan)"
"Chart   Street, 7767",Ireland,452353,Fruit and vegetables,(+44) 8103 782133,denny_dann1298947507@bretoux.com,2021-03-21,Limerick,"('Ireland', 'Limerick')"
"Carltoun   Hill, 7128",England,448451,Bakery products,(+44) 2315 465267,denny_dann1478626239@jiman.org,2021-10-27,London,"('England', 'London')"
"Sherwood  Route, 5090",Ireland,448854,Poultry and fish,(+44) 8660 267132,denny_garcia1103157690@irrepsy.com,2021-11-02,Cork,"('Ireland', 'Cork')"
"Pine Route, 5770",Ireland,446797,Animal feeds,(+44) 2380 204372,denny_garcia1443038489@bauros.biz,2021-12-01,Waterford,"('Ireland', 'Waterford')"
"Hickory   Alley, 7260",England,453751,Meat,(+44) 7505 648048,denny_graham14149873@sheye.org,2021-06-24,,"('England', nan)"
"Clyde Boulevard, 6131",Ireland,444232,Milling,(+44) 3272 318368,denny_graham146668221@vetan.org,2021-11-13,Waterford,"('Ireland', 'Waterford')"
"Camley   Route, 3263",England,447021,Milling,(+44) 1755 431586,denny_graham1712820439@atink.com,2021-04-17,Winchester,"('England', 'Winchester')"
"Angel  Crossroad, 9583",Ireland,446025,Milling,(+44) 2546 310276,denny_healy1468769909@twace.org,2021-05-12,Limerick,"('Ireland', 'Limerick')"
"Erindale Boulevard, 2788",England,447103,Bakery products,(+44) 8427 3350,denny_healy482612101@ovock.tech,2021-12-14,Winchester,"('England', 'Winchester')"
"Chandos  Pass, 8365",England,441299,Dairy products,(+44) 8606 814810,denny_jarrett1162005082@cispeto.com,2021-07-23,Plymouth,"('England', 'Plymouth')"
"Comet House  Boulevard, 2399",Ireland,452751,Poultry and fish,(+44) 5537 512576,denny_jarrett1401947180@fuliss.net,2021-03-16,Waterford,"('Ireland', 'Waterford')"
"Carpenter Pass, 7770",Ireland,450864,Dairy products,(+44) 5488 030015,denny_john1502586780@jiman.org,2021-12-17,Waterford,"('Ireland', 'Waterford')"
"Bekesbourne   Pass, 6936",Ireland,448557,Bakery products,(+44) 6247 883320,denny_john417925926@gompie.com,2021-04-02,Waterford,"('Ireland', 'Waterford')"
"Enford   Boulevard, 668",Ireland,455601,Fruit and vegetables,(+44) 7750 025837,denny_lakey1288619620@jiman.org,2021-07-15,Waterford,"('Ireland', 'Waterford')"
"Yoakley Avenue, 7810",Ireland,444240,Milling,(+44) 8554 063801,denny_lakey983015113@infotech44.tech,2021-08-29,Limerick,"('Ireland', 'Limerick')"
"Chancellor  Alley, 9956",Ireland,448161,Bakery products,(+44) 6826 236557,denny_marshall1661956363@ubusive.com,2021-11-03,Limerick,"('Ireland', 'Limerick')"
"Tiptree   Grove, 5739",England,448704,Milling,(+44) 7857 426104,denny_marshall2144524095@bungar.biz,2021-12-24,Plymouth,"('England', 'Plymouth')"
"Fairfield  Boulevard, 6204",England,446994,Poultry and fish,(+44) 3687 828555,denny_martin1553242717@gembat.biz,2021-01-06,London,"('England', 'London')"
"Carltoun   Way, 407",England,452765,Animal feeds,(+44) 2305 713056,denny_martin612117926@acrit.org,2021-03-06,Oxford,"('England', 'Oxford')"
"Sheffield Street, 9487",Ireland,444837,Dairy products,(+44) 4778 310082,denny_morris1441462750@cispeto.com,2021-06-13,,"('Ireland', nan)"
"Bolton  Street, 7368",Ireland,446485,Meat,(+44) 2073 55203,denny_morris1475886410@sheye.org,2021-10-26,Cork,"('Ireland', 'Cork')"
"Becklow  Pass, 7602",Ireland,446024,Dairy products,(+44) 7665 286085,denny_morris155726044@qater.org,2021-04-27,Waterford,"('Ireland', 'Waterford')"
"Cliff  Avenue, 8424",Ireland,445830,Milling,(+44) 7862 232532,denny_palmer1069620145@gompie.com,2021-12-19,Limerick,"('Ireland', 'Limerick')"
"Aspen Tunnel, 9941",Ireland,446973,Poultry and fish,(+44) 7168 164637,denny_palmer1224430403@deavo.com,2021-11-21,Cork,"('Ireland', 'Cork')"
"Chartham  Crossroad, 8621",Ireland,448566,Dairy products,(+44) 2175 745727,denny_palmer1314881295@jiman.org,2021-12-06,Cork,"('Ireland', 'Cork')"
"Biggerstaff   Tunnel, 5665",England,444495,Bakery products,(+44) 3345 808472,denny_palmer440858785@acrit.org,2021-05-28,Oxford,"('England', 'Oxford')"
"Blue Anchor  Road, 8395",Ireland,447114,Animal feeds,(+44) 1003 684085,denny_potts199249310@bauros.biz,2021-10-11,Waterford,"('Ireland', 'Waterford')"
"Caldwell   Route, 8067",Ireland,448575,Fruit and vegetables,(+44) 7106 561586,denny_potts440504301@bulaffy.com,2021-05-17,,"('Ireland', nan)"
"Apollo  Alley, 4126",England,450711,Bakery products,(+44) 3483 554473,denny_rixon1865228757@typill.biz,2021-09-10,Winchester,"('England', 'Winchester')"
"Rail Vale, 5399",England,446480,Dairy products,(+44) 5801 757308,denny_rixon20477432@brety.org,2021-09-28,Oxford,"('England', 'Oxford')"
"Cam  Boulevard, 1656",Ireland,447053,Milling,(+44) 7452 333751,denny_shaw740520948@brety.org,2021-10-30,Dublin,"('Ireland', 'Dublin')"
"Bell    Hill, 7248",Ireland,446940,Meat,(+44) 2240 653041,denny_shaw817719638@atink.com,2021-02-16,,"('Ireland', nan)"
"Bagford   Road, 7965",Ireland,445935,Milling,(+44) 4627 663508,denny_thomas1268888120@cispeto.com,2021-12-26,Limerick,"('Ireland', 'Limerick')"
"Glenwood Rue, 5110",England,449655,Poultry and fish,(+44) 1481 707043,denny_thomas333195659@yahoo.com,2021-04-15,,"('England', nan)"
"Fair Crossroad, 2218",England,446567,Dairy products,(+44) 3634 061261,denny_thomas508543001@sveldo.biz,2021-04-19,,"('England', nan)"
"Belfort  Drive, 2430",Ireland,445526,Bakery products,(+44) 6185 502127,denny_watson1588012348@elnee.tech,2021-04-28,Limerick,"('Ireland', 'Limerick')"
"Jackson Boulevard, 6913",England,444490,Meat,(+44) 8817 042776,denny_watson82428180@zorer.org,2021-03-13,London,"('England', 'London')"
"Clifton  Route, 9499",Ireland,448570,Milling,(+44) 3833 124207,denny_williams2092242492@nanoff.biz,2021-06-15,Waterford,"('Ireland', 'Waterford')"
"Monroe Crossroad, 9111",Ireland,447123,Fruit and vegetables,(+44) 5030 736128,denny_williams870787331@sheye.org,2021-01-03,Cork,"('Ireland', 'Cork')"
"Yorkshire  Hill, 1339",Ireland,449657,Bakery products,(+44) 6223 282250,denny_woodcock1264264240@naiker.biz,2021-07-28,Cork,"('Ireland', 'Cork')"
"Calshot   Alley, 340",England,444839,Animal feeds,(+44) 1836 385522,denny_woodcock337603517@gompie.com,2021-02-15,Plymouth,"('England', 'Plymouth')"
"Enford   Way, 3356",England,459038,Milling,(+44) 4538 2564,denny_woods1761963439@naiker.biz,2021-10-14,,"('England', nan)"
"Durnford  Tunnel, 2832",England,446917,Poultry and fish,(+44) 4803 102501,destiny_gallacher7904151@sheye.org,2021-09-06,Winchester,"('England', 'Winchester')"
"Bethwin  Lane, 4775",Ireland,449668,Poultry and fish,(+44) 4578 746151,destiny_gallacher962542493@supunk.biz,2021-03-14,Cork,"('Ireland', 'Cork')"
"Lake Vale, 5159",England,446448,Animal feeds,(+44) 1434 328580,destiny_williams1503146148@twipet.com,2021-09-14,Milton Keynes,"('England', 'Milton Keynes')"
"Bicknell  Route, 6044",Ireland,445794,Dairy products,(+44) 4163 386286,destiny_williams586205908@deavo.com,2021-06-04,Waterford,"('Ireland', 'Waterford')"
"Spruce Lane, 8241",England,446616,Bakery products,(+44) 2632 717871,diane_ellis1781834849@tonsy.org,2021-01-26,,"('England', nan)"
"Chatfield  Rue, 4980",Ireland,448592,Milling,(+44) 8588 353601,diane_ellis31286641@sveldo.biz,2021-09-03,Dublin,"('Ireland', 'Dublin')"
"Wadham  Lane, 6236",England,461651,Dairy products,(+44) 3468 618875,diane_roscoe1152660628@mafthy.com,2021-10-25,Plymouth,"('England', 'Plymouth')"
"Underwood  Drive, 6314",England,452103,Fruit and vegetables,(+44) 2677 621867,domenic_blackburn1334518184@joiniaa.com,2021-05-06,Milton Keynes,"('England', 'Milton Keynes')"
"Yoakley Boulevard, 31",Ireland,454351,Animal feeds,(+44) 8216 16222,domenic_blackburn303757061@extex.org,2021-08-09,Cork,"('Ireland', 'Cork')"
"Yoakley Boulevard, 5810",Ireland,449662,Fruit and vegetables,(+44) 6204 410306,domenic_bloom2113391527@guentu.biz,2021-09-12,Cork,"('Ireland', 'Cork')"
"Amwell    Rue, 9014",Ireland,448753,Animal feeds,(+44) 2887 637434,domenic_bloom212491752@jiman.org,2021-12-15,,"('Ireland', nan)"
"West Boulevard, 6044",England,446532,Fruit and vegetables,(+44) 8373 135206,domenic_dubois1049404641@bauros.biz,2021-04-21,Plymouth,"('England', 'Plymouth')"
"Cable    Way, 5606",Ireland,448588,Meat,(+44) 7612 282606,domenic_dubois377759800@liret.org,2021-02-12,Dublin,"('Ireland', 'Dublin')"
"Dunstable   Rue, 5922",Ireland,461529,Dairy products,(+44) 6084 455650,domenic_egerton2041674616@twace.org,2021-04-28,Waterford,"('Ireland', 'Waterford')"
"King William  Walk, 9202",Ireland,449673,Animal feeds,(+44) 8767 503428,domenic_evans1075364768@vetan.org,2021-05-23,Waterford,"('Ireland', 'Waterford')"
"Dutton   Vale, 327",Ireland,449663,Fruit and vegetables,(+44) 8857 585220,domenic_evans148458195@nickia.com,2021-04-25,Cork,"('Ireland', 'Cork')"
"Howard Alley, 4560",England,448565,Bakery products,(+44) 3305 145155,domenic_james192983095@acrit.org,2021-06-15,,"('England', nan)"
"Emden   Rue, 5749",Ireland,445942,Animal feeds,(+44) 5880 337388,domenic_james856177611@gembat.biz,2021-11-17,Dublin,"('Ireland', 'Dublin')"
"Vintners  Lane, 8498",England,447122,Dairy products,(+44) 4066 041843,domenic_kennedy1024646269@dionrab.com,2021-03-15,Milton Keynes,"('England', 'Milton Keynes')"
"Blore  Vale, 7300",England,445525,Dairy products,(+44) 7147 505011,domenic_kennedy744399443@sheye.org,2021-02-22,London,"('England', 'London')"
"Chantry   Lane, 4293",Ireland,444450,Poultry and fish,(+44) 5485 014831,domenic_knight1703641064@irrepsy.com,2021-01-23,Dublin,"('Ireland', 'Dublin')"
"College  Street, 64",England,446175,Bakery products,(+44) 5663 547844,domenic_knight828676133@iatim.tech,2021-08-29,Winchester,"('England', 'Winchester')"
"Blackheath   Way, 7174",Ireland,449675,Meat,(+44) 2820 224180,domenic_lindsay1075008387@sheye.org,2021-09-22,Limerick,"('Ireland', 'Limerick')"
"Clerkenwell Alley, 5024",England,444444,Dairy products,(+44) 3437 706864,domenic_lindsay703039522@sheye.org,2021-02-28,London,"('England', 'London')"
"Cephas  Boulevard, 2681",Ireland,446954,Milling,(+44) 8833 441645,domenic_mcgee1292424180@eirey.tech,2021-03-28,Limerick,"('Ireland', 'Limerick')"
"Bigland  Walk, 837",Ireland,445934,Dairy products,(+44) 4200 533006,domenic_mcgee533908172@joiniaa.com,2021-11-19,Dublin,"('Ireland', 'Dublin')"
"Fairfield  Drive, 3493",England,446050,Bakery products,(+44) 5580 508717,domenic_morrison1247242993@ovock.tech,2021-05-13,London,"('England', 'London')"
"Angela   Drive, 4575",Ireland,445945,Dairy products,(+44) 6202 447824,domenic_morrison1781723133@fuliss.net,2021-08-16,Limerick,"('Ireland', 'Limerick')"
"Carol   Alley, 8797",Ireland,454151,Bakery products,(+44) 1856 203664,domenic_oakley2014811299@bulaffy.com,2021-05-25,,"('Ireland', nan)"
"Camdenhurst   Walk, 751",Ireland,446572,Bakery products,(+44) 3181 715637,domenic_oakley2049617946@typill.biz,2021-01-13,Cork,"('Ireland', 'Cork')"
"Duthie   Rue, 9722",Ireland,447113,Fruit and vegetables,(+44) 6727 24626,domenic_potter1569354096@cispeto.com,2021-05-03,Cork,"('Ireland', 'Cork')"
"Boleyn  Walk, 6574",Ireland,447951,Fruit and vegetables,(+44) 8025 245367,domenic_potter975428340@deons.tech,2021-04-24,Waterford,"('Ireland', 'Waterford')"
"Lincoln Drive, 1449",England,451153,Animal feeds,(+44) 2247 050583,domenic_ramsey1031250653@infotech44.tech,2021-10-02,,"('England', nan)"
"Zealand Way, 4613",England,446484,Milling,(+44) 4545 403263,domenic_ramsey2029242229@kideod.biz,2021-12-02,Winchester,"('England', 'Winchester')"
"Boadicea   Route, 6397",Ireland,449952,Animal feeds,(+44) 1088 874243,domenic_randall1409208456@guentu.biz,2021-06-12,Cork,"('Ireland', 'Cork')"
"Calverley  Alley, 7117",Ireland,448181,Milling,(+44) 8785 487031,domenic_randall1634818674@joiniaa.com,2021-07-14,,"('Ireland', nan)"
"Clarges   Drive, 3597",England,449402,Animal feeds,(+44) 5286 672263,domenic_redfern1195717643@supunk.biz,2021-01-22,Plymouth,"('England', 'Plymouth')"
"Heritage Walk, 1353",Ireland,448572,Poultry and fish,(+44) 5350 002361,domenic_redfern2005367785@supunk.biz,2021-02-23,Dublin,"('Ireland', 'Dublin')"
"Cliff  Way, 3598",Ireland,446573,Dairy products,(+44) 6073 830637,domenic_rothwell1096513563@supunk.biz,2021-02-14,Cork,"('Ireland', 'Cork')"
"Apollo  Lane, 6432",England,448214,Animal feeds,(+44) 1663 121147,domenic_rothwell45043532@kideod.biz,2021-07-23,Plymouth,"('England', 'Plymouth')"
"Blomfield  Rue, 9502",England,451601,Meat,(+44) 5835 363443,domenic_speed1092494373@nickia.com,2021-09-27,London,"('England', 'London')"
"Virginia Hill, 5992",England,449852,Fruit and vegetables,(+44) 8066 370036,domenic_speed1909141974@kideod.biz,2021-08-11,Winchester,"('England', 'Winchester')"
"Bede  Pass, 5560",Ireland,447116,Dairy products,(+44) 4785 266610,domenic_speed213443196@gmail.com,2021-08-06,Limerick,"('Ireland', 'Limerick')"
"Carltoun   Pass, 9312",England,452401,Milling,(+44) 1232 532718,domenic_stewart701097440@infotech44.tech,2021-10-16,London,"('England', 'London')"
"North Walk, 433",Ireland,448171,Dairy products,(+44) 7554 433007,domenic_stewart9020590@bungar.biz,2021-12-24,Dublin,"('Ireland', 'Dublin')"
"Fieldstone Boulevard, 9731",England,445730,Bakery products,(+44) 4483 133536,domenic_stone691341871@fuliss.net,2021-05-10,Oxford,"('England', 'Oxford')"
"Longmoore   Drive, 1436",Ireland,453851,Meat,(+44) 1255 836272,domenic_stone914880450@nickia.com,2021-04-29,Cork,"('Ireland', 'Cork')"
"Coborn  Route, 8102",England,443996,Milling,(+44) 3104 462126,domenic_thorpe1799190512@ovock.tech,2021-11-22,London,"('England', 'London')"
"Castile  Walk, 4115",Ireland,449704,Dairy products,(+44) 8804 522382,domenic_thorpe425682543@zorer.org,2021-07-02,Dublin,"('Ireland', 'Dublin')"
"Billing  Rue, 5721",Ireland,441292,Bakery products,(+44) 2778 451021,domenic_walter1021320071@acrit.org,2021-01-29,Waterford,"('Ireland', 'Waterford')"
"Howard Alley, 5780",England,448555,Milling,(+44) 1420 653271,domenic_walter267908971@corti.com,2021-09-19,,"('England', nan)"
"Camley   Lane, 3045",England,451851,Fruit and vegetables,(+44) 5285 860212,domenic_wren14381170@nimogy.biz,2021-01-19,Winchester,"('England', 'Winchester')"
"Chatsworth  Vale, 5319",Ireland,449652,Poultry and fish,(+44) 8868 713382,domenic_wren595911150@iatim.tech,2021-05-29,Dublin,"('Ireland', 'Dublin')"
"Arbutus   Hill, 4457",Ireland,460478,Meat,(+44) 1718 048155,domenic_yard1816319925@tonsy.org,2021-03-26,Dublin,"('Ireland', 'Dublin')"
"Rosewood Way, 3289",England,460387,Fruit and vegetables,(+44) 8125 20753,doris_edley894586924@gompie.com,2021-08-12,Milton Keynes,"('England', 'Milton Keynes')"
"Balfe   Way, 1886",England,463602,Fruit and vegetables,(+44) 4627 334280,doris_pratt1567808777@vetan.org,2021-03-31,Oxford,"('England', 'Oxford')"
"Marischal  Drive, 7",England,449653,Dairy products,(+44) 8351 814016,doris_price2032483454@infotech44.tech,2021-05-13,Plymouth,"('England', 'Plymouth')"
"Bloomsbury  Drive, 8372",England,448856,Poultry and fish,(+44) 6560 378857,doris_price979234624@bulaffy.com,2021-07-22,,"('England', nan)"
"Rail Lane, 7615",England,449503,Animal feeds,(+44) 8251 654404,doris_wilde1384366854@zorer.org,2021-09-05,Winchester,"('England', 'Winchester')"
"Bloomsbury  Crossroad, 4051",Ireland,446034,Dairy products,(+44) 7155 000266,doris_wilde2005971016@nickia.com,2021-06-03,Limerick,"('Ireland', 'Limerick')"
"Ensign   Crossroad, 9868",Ireland,445799,Milling,(+44) 3250 838611,dorothy_archer1389721661@joiniaa.com,2021-02-09,Limerick,"('Ireland', 'Limerick')"
"Aspen Drive, 4604",England,446172,Fruit and vegetables,(+44) 7740 010717,dorothy_archer952964136@elnee.tech,2021-08-30,,"('England', nan)"
"Vintners  Grove, 5920",England,446949,Bakery products,(+44) 4783 822867,dorothy_bradshaw1520878403@joiniaa.com,2021-04-14,Oxford,"('England', 'Oxford')"
"Cable    Crossroad, 4325",England,445793,Fruit and vegetables,(+44) 2381 46125,dorothy_bradshaw739495201@womeona.net,2021-02-09,Oxford,"('England', 'Oxford')"
"Bayberry Walk, 9870",England,461518,Fruit and vegetables,(+44) 2011 222425,dorothy_edley1908050387@eirey.tech,2021-10-15,Milton Keynes,"('England', 'Milton Keynes')"
"Lake Pass, 2206",Ireland,445800,Animal feeds,(+44) 7203 543835,dorothy_gardner1171690301@sveldo.biz,2021-11-02,Limerick,"('Ireland', 'Limerick')"
"Hammersmith  Crossroad, 576",Ireland,445835,Fruit and vegetables,(+44) 2548 471727,dorothy_gardner1340017144@liret.org,2021-04-02,,"('Ireland', nan)"
"Waldram Park  Crossroad, 9450",England,447126,Poultry and fish,(+44) 4486 602270,dorothy_tutton1293518532@kideod.biz,2021-07-31,Plymouth,"('England', 'Plymouth')"
"Blenkarne  Walk, 817",England,453651,Fruit and vegetables,(+44) 4122 58313,dorothy_tutton645630739@ovock.tech,2021-02-22,Winchester,"('England', 'Winchester')"
"Blore  Tunnel, 6264",Ireland,446971,Meat,(+44) 8303 48544,doug_adams76021207@sheye.org,2021-06-08,Limerick,"('Ireland', 'Limerick')"
"Lincoln Lane, 6305",Ireland,444497,Poultry and fish,(+44) 5533 311851,doug_adams769203289@bauros.biz,2021-03-10,Cork,"('Ireland', 'Cork')"
"Rosewood Rue, 2463",Ireland,444819,Milling,(+44) 7042 437480,doug_attwood1165530817@nimogy.biz,2021-03-10,Dublin,"('Ireland', 'Dublin')"
"Bayberry Alley, 3274",Ireland,447305,Dairy products,(+44) 5762 408815,doug_attwood1718292337@sveldo.biz,2021-09-08,Dublin,"('Ireland', 'Dublin')"
"Cloth  Tunnel, 7293",Ireland,448151,Fruit and vegetables,(+44) 2422 646276,doug_bishop1503974069@qater.org,2021-10-15,,"('Ireland', nan)"
"Chestnut Rise Lane, 3156",Ireland,447063,Milling,(+44) 8210 73414,doug_bishop194848939@ubusive.com,2021-08-14,Cork,"('Ireland', 'Cork')"
"Clavell   Pass, 595",Ireland,449156,Dairy products,(+44) 3355 472525,doug_brennan872045960@liret.org,2021-07-13,Waterford,"('Ireland', 'Waterford')"
"Cecilia  Pass, 5706",England,451902,Bakery products,(+44) 5788 028455,doug_brennan883119200@bauros.biz,2021-11-15,London,"('England', 'London')"
"Central  Lane, 9587",Ireland,460603,Fruit and vegetables,(+44) 8574 734065,doug_clifton2135212894@brety.org,2021-02-17,Waterford,"('Ireland', 'Waterford')"
"Clarges   Grove, 947",England,445837,Poultry and fish,(+44) 1275 46625,doug_douglas370569610@acrit.org,2021-11-09,Plymouth,"('England', 'Plymouth')"
"Marischal  Walk, 1785",Ireland,447801,Milling,(+44) 4681 581653,doug_douglas82918371@tonsy.org,2021-07-12,Dublin,"('Ireland', 'Dublin')"
"Vintners  Avenue, 1081",Ireland,453351,Dairy products,(+44) 8012 144130,doug_eyres1288763042@kideod.biz,2021-03-22,Cork,"('Ireland', 'Cork')"
"Durnford  Route, 2802",England,448353,Meat,(+44) 2632 75502,doug_eyres912252376@famism.biz,2021-07-06,,"('England', nan)"
"Clere  Lane, 3519",England,448571,Animal feeds,(+44) 2614 328005,doug_flynn33606149@vetan.org,2021-05-12,London,"('England', 'London')"
"Dunstable   Hill, 1243",England,448567,Dairy products,(+44) 4546 757714,doug_flynn992491025@extex.org,2021-01-27,Winchester,"('England', 'Winchester')"
"Arthur  Grove, 4547",Ireland,448564,Bakery products,(+44) 5248 537175,doug_forth1888982291@iatim.tech,2021-07-20,Waterford,"('Ireland', 'Waterford')"
"Queensberry  Alley, 8869",England,448552,Milling,(+44) 2006 083660,doug_forth1977902776@vetan.org,2021-01-07,Milton Keynes,"('England', 'Milton Keynes')"
"Caldwell   Tunnel, 7989",England,447202,Bakery products,(+44) 7244 217537,doug_graham1402812626@tonsy.org,2021-10-27,Oxford,"('England', 'Oxford')"
"Cleveland  Hill, 3607",England,447119,Animal feeds,(+44) 3338 171554,doug_graham306339699@bauros.biz,2021-10-06,,"('England', nan)"
"Chesterfield  Street, 1746",Ireland,446782,Milling,(+44) 2226 373500,doug_kirby1629002802@fuliss.net,2021-07-19,,"('Ireland', nan)"
"Geary   Rue, 8297",Ireland,445284,Milling,(+44) 4337 750324,doug_kirby1758260017@famism.biz,2021-10-20,Waterford,"('Ireland', 'Waterford')"
"Arctic   Avenue, 5667",England,447601,Animal feeds,(+44) 3428 20411,doug_knight330589714@nickia.com,2021-08-13,Oxford,"('England', 'Oxford')"
"Birkenhead   Hill, 8844",Ireland,445521,Dairy products,(+44) 6868 068638,doug_knight39819656@atink.com,2021-04-01,Cork,"('Ireland', 'Cork')"
"Edwin   Avenue, 5916",Ireland,445549,Animal feeds,(+44) 4577 244018,doug_miller1585305470@ovock.tech,2021-12-06,Waterford,"('Ireland', 'Waterford')"
"Hamilton  Crossroad, 7566",England,452504,Milling,(+44) 3730 066315,doug_miller623322468@atink.com,2021-09-16,Winchester,"('England', 'Winchester')"
"Elia   Lane, 3623",England,445986,Meat,(+44) 5568 17783,doug_moore1466729641@supunk.biz,2021-05-09,Plymouth,"('England', 'Plymouth')"
"Blackheath   Lane, 8602",Ireland,446784,Animal feeds,(+44) 3828 612665,doug_moore2125143310@jiman.org,2021-05-01,Cork,"('Ireland', 'Cork')"
"Carltoun   Way, 8228",England,446176,Poultry and fish,(+44) 5088 648577,doug_newton210995697@extex.org,2021-10-21,Plymouth,"('England', 'Plymouth')"
"Glenwood Rue, 8308",Ireland,446036,Fruit and vegetables,(+44) 7572 706406,doug_newton574671702@gompie.com,2021-09-07,Dublin,"('Ireland', 'Dublin')"
"Aspen Tunnel, 1967",England,453951,Fruit and vegetables,(+44) 6082 371841,doug_rosenbloom269716177@elnee.tech,2021-08-31,Milton Keynes,"('England', 'Milton Keynes')"
"Eaglet  Road, 8813",England,451501,Dairy products,(+44) 4464 223281,doug_rosenbloom616304684@grannar.com,2021-10-24,Milton Keynes,"('England', 'Milton Keynes')"
"Coalecroft  Walk, 4272",England,444246,Animal feeds,(+44) 5737 213048,doug_stewart1906381340@tonsy.org,2021-06-19,Plymouth,"('England', 'Plymouth')"
"Blackall   Alley, 3037",Ireland,446796,Meat,(+44) 1213 08675,doug_stewart71503478@brety.org,2021-05-08,Dublin,"('Ireland', 'Dublin')"
"Wadham  Way, 1425",Ireland,446000,Fruit and vegetables,(+44) 8086 64166,doug_taylor1826835197@ubusive.com,2021-03-21,,"('Ireland', nan)"
"Erindale Grove, 1325",England,447701,Fruit and vegetables,(+44) 1166 436508,doug_taylor383942018@nanoff.biz,2021-03-06,Winchester,"('England', 'Winchester')"
"Elba  Pass, 1142",England,453101,Poultry and fish,(+44) 8637 637121,doug_tyrrell187787006@yahoo.com,2021-01-06,Plymouth,"('England', 'Plymouth')"
"Argyle  Grove, 7366",Ireland,447302,Milling,(+44) 3384 71885,doug_tyrrell787509396@tonsy.org,2021-02-04,Waterford,"('Ireland', 'Waterford')"
"Camdenhurst   Crossroad, 2260",England,444487,Dairy products,(+44) 8223 728541,doug_watson1416524762@tonsy.org,2021-06-24,Plymouth,"('England', 'Plymouth')"
"Bellenden   Rue, 8514",Ireland,443999,Poultry and fish,(+44) 5001 643671,doug_watson602452752@dionrab.com,2021-04-01,Dublin,"('Ireland', 'Dublin')"
"South Drive, 2061",Ireland,460236,Fruit and vegetables,(+44) 1336 686635,doug_webster1382823351@iatim.tech,2021-08-25,Cork,"('Ireland', 'Cork')"
"Fairbairn  Drive, 335",Ireland,448206,Animal feeds,(+44) 4724 223868,doug_woodcock1146892113@deons.tech,2021-06-18,,"('Ireland', nan)"
